ISO_639,Language_Name,Print_Name,In_Script,Romanization
yau,Hodï,Jodï,,
yav,Yangben,Nuasúɛ,,
yay,Agwagwune,Gwune,,
yaz,Lokaa,Lokạạ,,
yba,Yala,Yala,,
ybb,Yemba,Yemba,,
ybh,Yakkha,याक्खा,T,Yākkhā
ybi,Yamphu,याम्फु खाप,T,Yāmphu khāpa
ybo,Yabong,Yabong,,
yby,Yaweyuha,Yaweyuha,,
ycl,Lolopo,Loxrlavu,,
ycn,Yucuna,Yucuna,,
ydd,"Yiddish, Eastern",ייִדיש,T,Yiddish
yer,Tarok,iTárók,,
yes,Nyankpa,Nyenkpa,,
yeu,Yerukula,ఎఱుకల,T,Erukala
yey,Yeyi,Shiyeyi,,
ygr,Yagaria,Yagaria,,
yih,"Yiddish, Western",ייִדיש,T,Yiddish
yim,"Naga, Yimchungru",Yimchungrü,,
yka,Yakan,Yakan,,
ykg,"Yukaghir, Northern",Юкагир йылме,T,Yukagir yülmye
yko,Iyasa,Iyasa,,
yle,Yélî Dnye,Yélî Dnye,,
yml,Iamalele,Vona Ubuvala,,
ymm,Maay,Af-maay,,
ymn,Sunum,Sunum,,
ymp,Yamap,Ômbê,,
yns,Iyansi,Iyansi,,
yol,Yola,Yola,,
yom,Kiyombe,Kiyombe,,
yon,Yongkom,Yongkom,,
yor,Yoruba,Èdè Yorùbá,,
yrb,Yareba,Yareba,,
yre,Yaouré,Yɔwlɛ,,
yrk,Nenets,ненэцяʼ вада,T,nyenetsya’ wada
yrl,Nhengatu,Ñe’engatú,,
yss,Yessan-Mayo,Yamano,,
yua,"Maya, Yucatec",Maaya t'aan,,
yue,"Chinese, Yue",粵語,T,Yueyu
yui,Wajiara,Wajiaraye,,
yuj,Karkar-Yuri,Karkar,,
yun,Bena,Ɓə́ná-Yungur,,
yup,Yukpa,Yukpa,,
yuq,Yuqui,Biá yë,,
yut,Yopno,Yopno,,
yuw,Yau,Yaö,,
yva,Yawa,Yawa Unat,,
zaa,"Zapotec, Sierra de Juárez",Titsaꞌ,,
zab,"Zapotec, Western Tlacolula Valley",Ditsa,,
zab,"Zapotec, Western Tlacolula Valley",Dixza,,
zac,"Zapotec, Ocotlán",Dizë́,,
zad,"Zapotec, Cajonos",Xtillꞌchonaꞌ,,
zae,"Zapotec, Yareni",Tisa,,
zaf,"Zapotec, Ayoquesco",Didzé,,
zag,Zaghawa,Beria,,
zai,"Zapotec, Isthmus",Diidxazá,,
zaj,Zaramo,Kizaramo,,
zak,Zanaki,Ekizanaki,,
zam,"Zapotec, Miahuatlán",Diiste,,
zao,"Zapotec, Ozolotepec",Dizte chaan zha Ozolotepec,,
zaq,"Zapotec, Aloápam",Tisa,,
zar,"Zapotec, Rincón",Didza Xidza,,
zas,"Zapotec, Santo Domingo Albarradas",Diidxzaj,,
zav,"Zapotec, Yatzachi",Dižə'əxon,,
zaw,"Zapotec, Mitla",Didxsaj,,
zay,Zayse,Zaysite,,
zca,"Zapotec, Coatecas Altas",Diꞌzhzë,,
zcd,"Zapotec, Las Delicias",Didza Xhidza,,
zdj,"Comorian, Ngazidja",Shingazidja,,
zea,Zeeuws,Zeêuws,,
zen,Zenaga,ⵜⵓⵥⵥⵓⵏⴳⵉⵢⵢⴰ,T,Tuẓẓungiyya
zga,Kinga,Kɨkɨnga,,
zgh,"Tamazight, Standard Moroccan",ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⵏⴰⵡⴰⵢⵜ,T,tamaziɣt tanawayt
zgh,"Tamazight, Standard Moroccan",ⵜⴰⵎⴰⵣⵉⵖⵜ,T,tamaziɣt
zgn,"Zhuang, Guibian",壮语,T,Zhuàngyǔ
zhn,"Zhuang, Nong",kauq Daez,,
zhn,"Zhuang, Nong",kauq Noangz,,
zin,Zinza,Echiziinza,,
zin,Zinza,Zinza,,
zkd,Kadu,Asak,,
zlm,Malay,Bahasa Melayu,,
zlm,Malay,ملايو,T,Melayu
zlu,Zul,Bi Zule,,
zlu,Zul,Zul,,
zmb,Zimba,Kibinja,,
zmp,Mbuun,Mbuun,,
zmz,Mbandja,Mbandja,,
zna,Zan Gula,More,,
zne,Zande,Pa Zande,,
zoc,"Zoque, Copainalá",Tzunitzame,,
zoh,"Zoque, Chimalapa",Tzunitzame,,
zom,Zo,Zokam,,
zor,"Zoque, Rayón",Otetzame,,
zos,"Zoque, Francisco León",Otetzame,,
zpa,"Zapotec, Lachiguiri",Didxsá,,
zpc,"Zapotec, Choapan",Diꞌidzaꞌ xidzaꞌ,,
zpf,"Zapotec, San Pedro Quiatoni",Diidx Zah,,
zpg,"Zapotec, Guevea de Humboldt",Didz-rieꞌ,,
zpi,"Zapotec, Santa María Quiegolani",Disa,,
zpl,"Zapotec, Lachixío",Dialu,,
zpm,"Zapotec, Mixtepec",Diidz-zë,,
zpo,"Zapotec, Amatlán",Dizhze Amatlan,,
zpo,"Zapotec, Amatlán",Dizhze,,
zpq,"Zapotec, Zoogocho",Diža'xon,,
zpr,"Zapotec, Santiago Xanica",Diste’,,
zpt,"Zapotec, San Vicente Coatlán",Dizhnde,,
zpu,"Zapotec, Yalálag",Dill Gurall ke Yararꞌj,,
zpv,"Zapotec, Chichicapan",Dxiꞌzah,,
zpx,"Zapotec, San Baltazar Loxicha",Diste’,,
zpz,"Zapotec, Texmelucan",Rixhquei,,
zrn,Zerenkel,Zerenkele,,
zrs,Mairasi,Mairasi,,
zsm,"Malay, Standard",Bahasa Malaysia,,
zsm,"Malay, Standard",بهاس مليسيا,T,Bahasa Malaysia
zsr,"Zapotec, Southern Rincon",Didzaꞌ,,
ztg,"Zapotec, Xanaguía",Di'tsë gu'n xne' minn,,
ztg,"Zapotec, Xanaguía",Diꞌtsë,,
ztp,"Zapotec, Loxicha",Diste,,
ztq,"Zapotec, Quioquitani-Quierí",Tiitssë,,
zts,"Zapotec, Tilquiapan",Diza,,
ztu,"Zapotec, Güilá",Diza,,
zuh,Tokano,Gamoze,,
zun,Zuni,Shiwi'ma,,
zyg,"Zhuang, Yang",佒壯,T,Yang zhuàng
zyg,"Zhuang, Yang",壮语徳靖,T,Deijing Zhuang
zyp,"Chin, Zyphe",Zyphe,,
